# Pathway	R10_1_kneaddata_Abundance-CPM	R10_3_kneaddata_Abundance-CPM	R10_4_kneaddata_Abundance-CPM	R11_1_kneaddata_Abundance-CPM	R12_1_kneaddata_Abundance-CPM	R12_2_kneaddata_Abundance-CPM	R12_3_kneaddata_Abundance-CPM	R13_1_kneaddata_Abundance-CPM	R13_2_kneaddata_Abundance-CPM	R13_3_kneaddata_Abundance-CPM	R14_1_kneaddata_Abundance-CPM	R14_2_kneaddata_Abundance-CPM	R14_3_kneaddata_Abundance-CPM	R15_1_kneaddata_Abundance-CPM	R1_1_kneaddata_Abundance-CPM	R1_2_kneaddata_Abundance-CPM	R1_4_kneaddata_Abundance-CPM	R2_1_kneaddata_Abundance-CPM	R2_2_kneaddata_Abundance-CPM	R2_4_kneaddata_Abundance-CPM	R3_1_kneaddata_Abundance-CPM	R3_2_kneaddata_Abundance-CPM	R3_3_kneaddata_Abundance-CPM	R4_1_kneaddata_Abundance-CPM	R4_2_kneaddata_Abundance-CPM	R4_3_kneaddata_Abundance-CPM	R4_4_kneaddata_Abundance-CPM	R5_1_kneaddata_Abundance-CPM	R5_4_kneaddata_Abundance-CPM	R6_1_kneaddata_Abundance-CPM	R6_2_kneaddata_Abundance-CPM	R6_3_kneaddata_Abundance-CPM	R7_1_kneaddata_Abundance-CPM	R7_2_kneaddata_Abundance-CPM	R7_3_kneaddata_Abundance-CPM	R7_4_kneaddata_Abundance-CPM	R8_1_kneaddata_Abundance-CPM	R8_2_kneaddata_Abundance-CPM	R8_3_kneaddata_Abundance-CPM	R8_4_kneaddata_Abundance-CPM	R9_1B_kneaddata_Abundance-CPM	R9_1_kneaddata_Abundance-CPM	R9_2_kneaddata_Abundance-CPM	R9_3_kneaddata_Abundance-CPM	R9_4_kneaddata_Abundance-CPM
UNINTEGRATED|g__Alistipes.s__Alistipes_onderdonkii	0	0	0	1342.31	0	0	0	9060.55	0	3257.82	0	0	4390.59	0	0	0	0	0	0	0	0	0	0	0	2363.8	1374.12	2108.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Alistipes.s__Alistipes_putredinis	0	10706.7	5143.2	0	0	0	0	0	0	5524.91	0	0	11210.8	0	0	22870.3	7975.22	0	1968.67	0	0	8902.92	0	0	10722.7	8325.28	13560.7	0	3377.12	0	2133.07	0	0	0	0	0	0	13599.5	5266.84	0	0	0	0	0	0
UNINTEGRATED|g__Alistipes.s__Alistipes_shahii	0	0	0	0	0	0	0	0	0	6692.77	0	0	0	0	0	2905.15	0	0	3574.31	0	2019.2	3117.53	0	0	0	1014.2	2740.96	0	0	0	0	0	0	0	1484	0	0	1861.59	0	0	0	0	0	0	0
UNINTEGRATED|g__Anaerostipes.s__Anaerostipes_caccae	0	0	0	61874.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11236.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Anaerostipes.s__Anaerostipes_hadrus	0	7829.08	5231.9	0	0	33830	17442.2	0	17591.3	29583.3	0	0	0	0	0	0	9260.78	0	7427.76	8904.32	0	0	0	0	0	22933.2	15286.8	0	22057.6	0	8665.77	6042.76	0	25511.9	39501.5	37927.8	0	0	8774.36	5379.96	0	0	17354.8	0	10433.4
UNINTEGRATED|g__Anaerotignum.s__Anaerotignum_lactatifermentans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6111.88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Anaerotruncus.s__Anaerotruncus_colihominis	0	0	0	0	0	0	0	0	0	0	0	0	11074.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4553.85	0	0	0	0	4600.58	0	0	0	0	0	0
UNINTEGRATED|g__Asaccharobacter.s__Asaccharobacter_celatus	0	0	1992.69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2495.57	3376.41	0	0	0	1027.63	1812.47	0	4228.53	5451.6	1995.38	0	0	8336.58	9669.62	0	0	2739.72	0	0
UNINTEGRATED|g__Bacteroides.s__Bacteroides_caccae	0	8291.56	40587	0	0	0	0	0	5251.28	7538.75	0	1810.81	0	0	0	14200.3	0	0	9318.97	0	0	0	0	0	13396.9	9115.73	5863.3	0	0	0	0	0	0	0	5451.57	0	0	6821.01	1917.79	2421.86	0	0	0	0	24568.6
UNINTEGRATED|g__Bacteroides.s__Bacteroides_cellulosilyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4458.42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3966.32	9493.17	0	0	0	0	0
UNINTEGRATED|g__Bacteroides.s__Bacteroides_clarus	0	0	0	0	0	0	0	0	0	0	0	0	5564.86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Bacteroides.s__Bacteroides_dorei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40154.1	20485.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Bacteroides.s__Bacteroides_eggerthii	0	0	0	0	0	0	0	0	4769.13	12740.3	0	0	12524.9	0	0	0	0	0	4758.74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Bacteroides.s__Bacteroides_faecis	0	0	0	0	0	0	0	0	1785.89	8460.28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Bacteroides.s__Bacteroides_finegoldii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3187.3	892.307	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Bacteroides.s__Bacteroides_fragilis	0	39331.1	65113.1	0	0	0	0	0	0	0	0	0	0	0	0	54591.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8818.54	0	52443.6	0	0	0	0	0	0	0
UNINTEGRATED|g__Bacteroides.s__Bacteroides_intestinalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16134.8	19003.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2388.74	0	0	0	0	0
UNINTEGRATED|g__Bacteroides.s__Bacteroides_massiliensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	339.231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Bacteroides.s__Bacteroides_nordii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2557.53
UNINTEGRATED|g__Bacteroides.s__Bacteroides_ovatus	0	0	0	0	0	0	0	0	0	15539.9	0	8945.18	0	0	0	37284.7	0	0	0	0	0	0	0	0	9792.47	9675.76	0	0	2322.02	0	1518.53	0	0	0	10235.3	1708.87	0	0	12584.5	3710.03	8962.66	0	0	1435.46	26861.3
UNINTEGRATED|g__Bacteroides.s__Bacteroides_sp_CAG_754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	845.343	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Bacteroides.s__Bacteroides_stercorirosoris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1466.95	2116.37	0	0	0	0	0
UNINTEGRATED|g__Bacteroides.s__Bacteroides_stercoris	0	22966.7	41843.5	0	0	0	0	0	7851.58	4893.53	0	0	3318.22	0	0	0	0	0	1790.7	681.461	0	0	0	0	29265.6	7795.44	0	0	0	0	2509.56	0	0	0	0	0	0	0	0	0	0	0	0	0	10729.6
UNINTEGRATED|g__Bacteroides.s__Bacteroides_thetaiotaomicron	0	14033.3	11388.9	7233.1	0	0	0	0	0	0	0	0	0	0	0	13591.7	0	0	0	0	0	0	0	0	13421	18276.6	3721.85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Bacteroides.s__Bacteroides_uniformis	0	0	0	0	0	0	0	0	21397.6	35925.7	0	2784.74	27497.4	0	0	41502.1	27121.6	0	9728.49	0	0	0	0	0	13941.8	19782.8	11313.8	0	0	0	1573.99	0	0	0	0	0	0	0	0	0	9839.19	0	0	9556.96	342946
UNINTEGRATED|g__Bacteroides.s__Bacteroides_vulgatus	0	11962.1	21813.8	0	0	0	0	0	25326.5	36466.9	0	9512.04	37987.6	0	0	0	0	0	3733.01	0	0	0	0	0	52014.6	56128.6	15024.5	0	3931.69	0	1989.03	0	0	0	22886.1	9836.36	0	0	11028.7	0	36772.2	0	0	3871.05	27715.8
UNINTEGRATED|g__Bacteroides.s__Bacteroides_xylanisolvens	0	0	0	0	0	0	0	0	0	3939.22	0	0	0	0	0	28859.3	0	0	1620.81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3713.04	1659.52	0	0	0	0	0	0	0	0	12616.1
UNINTEGRATED|g__Barnesiella.s__Barnesiella_intestinihominis	0	6743.18	0	0	0	0	0	0	0	7658.8	0	0	3650.71	0	0	6727.98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Bifidobacterium.s__Bifidobacterium_adolescentis	0	0	0	0	0	0	0	0	102493	1553.5	0	0	0	0	0	8761.69	0	0	8730.87	13304.2	0	0	0	0	0	0	0	0	0	0	0	0	0	6037.96	3696.2	16001	0	23450.1	6013.14	0	0	0	0	0	0
UNINTEGRATED|g__Bifidobacterium.s__Bifidobacterium_animalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5184.23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Bifidobacterium.s__Bifidobacterium_bifidum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10625.7	7503.28	8157.65	0	48884.9	34433.4	60734.5	34534.3	0	0	0	0
UNINTEGRATED|g__Bifidobacterium.s__Bifidobacterium_breve	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8117.34	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Bifidobacterium.s__Bifidobacterium_catenulatum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1313.39	5628.6	0	3638.43	0	0	0	0	0	0	0
UNINTEGRATED|g__Bifidobacterium.s__Bifidobacterium_dentium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35922.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1591.02	0	0	0	0	0	0	0	1385.64	0	0	0	0
UNINTEGRATED|g__Bifidobacterium.s__Bifidobacterium_longum	0	6598.3	8975.47	0	0	0	0	0	4615.84	5402.41	0	103424	33421.8	0	0	9446.12	0	0	17789.3	15723.6	0	0	0	0	0	0	0	0	6798.09	0	0	0	0	3400.23	0	0	0	14350.3	14948	5462.86	27086.3	0	14407.2	0	0
UNINTEGRATED|g__Bifidobacterium.s__Bifidobacterium_pseudocatenulatum	0	0	32203.3	0	0	3505.11	9112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1495.31	0	14470.2	0	35696.6	1603.24	8132.42	5662.56	0	11589.5	0	0
UNINTEGRATED|g__Bilophila.s__Bilophila_wadsworthia	0	0	0	0	1346.09	0	0	0	0	0	12528.8	0	0	0	0	0	0	0	0	0	0	11258.7	6665.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Blautia.s__Blautia_coccoides	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7616.62	0	0	0	0
UNINTEGRATED|g__Blautia.s__Blautia_hansenii	0	0	0	38530.5	0	18135.1	5514.63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6568.44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Blautia.s__Blautia_hydrogenotrophica	0	0	0	0	0	6723.53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5376.35	3391.88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Blautia.s__Blautia_obeum	0	18362	9255.5	0	0	31466.5	68094.1	0	72161.6	48785.3	0	92340.1	21335.3	0	0	10946.8	36838.4	28300.8	45998.6	45898.2	0	0	0	0	24452.1	8269.53	14868	0	62993	0	28023.8	53528.9	3140.65	49752.5	44905.9	63975.9	0	39877.5	67407.4	31593.3	0	0	84175	54011	16381.6
UNINTEGRATED|g__Blautia.s__Blautia_producta	0	0	0	20318	0	4178.47	0	0	0	0	0	5944.25	17311.1	0	0	0	0	6414.23	0	0	0	0	0	0	2889.99	0	1400.11	28349.8	0	0	0	0	0	0	0	0	0	1098.07	5445.44	1561.31	1466.96	0	0	0	0
UNINTEGRATED|g__Blautia.s__Blautia_sp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3980.5	0	1770.47	3333.48	0	0	0	0	0	0	0	0	0	0	918.968	1595.64	0	6085.42	14004.6	6759.83	0	0	6130.96	0	0	0	0	3008.63	0
UNINTEGRATED|g__Blautia.s__Blautia_sp_AF19_10LB	0	0	0	0	0	7327.04	18300.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Blautia.s__Blautia_sp_CAG_257	0	41658.9	8976.19	38121.1	0	73324.8	19488	0	0	0	0	4605.89	0	0	0	0	0	0	1718.85	3546.99	0	0	0	0	2358.84	0	0	0	10903.8	0	0	0	0	0	0	0	0	0	2361.74	0	0	0	0	0	0
UNINTEGRATED|g__Blautia.s__Blautia_sp_CAG_52	0	3414.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3895.9	1434.79	0	0	0	0	0	0	0	0	0	0	5883.92	1917.03	2900.24
UNINTEGRATED|g__Blautia.s__Blautia_sp_N6H1_15	0	3115.04	7821.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Blautia.s__Blautia_wexlerae	0	9380.1	0	0	0	20906	69013.4	0	41584.4	19831.1	0	85695.2	14183.7	0	0	9458.73	24522.5	27834.1	29875	23397.9	0	0	0	0	5868.43	0	6286.17	0	42187.7	0	6347	13775	2158.93	26617.2	16798.2	16348.3	0	2583.74	14976.8	3962.21	0	0	10788.5	8151.86	4251.84
UNINTEGRATED|g__Blautia.s__Ruminococcus_gnavus	0	0	4640.5	144998	0	75927	38137.2	0	0	0	0	70164.2	8836.98	0	0	0	0	0	0	13044.6	0	0	0	0	0	12197.5	0	0	62682.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Blautia.s__Ruminococcus_torques	0	28319.7	47139.9	0	0	41882.8	46681.7	0	29643	33960.2	0	37972.3	46282.9	0	0	16891.1	36309	0	34068.3	37737.4	0	0	0	0	31221.3	27822.8	24295	0	73625.4	0	17454.4	28032	0	31815.4	42566.2	38771.3	0	0	58387.8	29063.2	0	0	49207.9	54034.6	8097.01
UNINTEGRATED|g__Citrobacter.s__Citrobacter_amalonaticus	0	0	0	0	0	0	0	0	0	0	69950.9	0	0	0	0	0	0	0	0	0	0	0	0	20288.2	0	0	0	0	0	30286.3	0	0	0	0	0	0	18388.4	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Citrobacter.s__Citrobacter_freundii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7552.02	0	0	0	0	0	0	0	0	5787.16	0	0	0	0	0	2027.1	0	0	74088.2	0	0	0	14292.6	0	0	0	0	2509.63	0	5435.77	0
UNINTEGRATED|g__Citrobacter.s__Citrobacter_portucalensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9487.34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2483.87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Citrobacter.s__Citrobacter_youngae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9680.81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3782.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Cloacibacillus.s__Cloacibacillus_evryensis	0	0	0	0	14872.6	0	0	0	0	2414.36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Clostridiales_unclassified.s__Clostridiales_bacterium_KLE1615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10208.1	6061.25	7539.69	0	0	0	0	0	0	7080.12	0	0
UNINTEGRATED|g__Clostridioides.s__Clostridioides_difficile	0	0	0	25566.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Clostridium.s__Clostridium_butyricum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1627.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Clostridium.s__Clostridium_disporicum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3584.76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1550.06	0	1651.1	0	0
UNINTEGRATED|g__Clostridium.s__Clostridium_perfringens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1950.68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Clostridium.s__Clostridium_sp_AF36_4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4899.73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4208.87	0
UNINTEGRATED|g__Clostridium.s__Clostridium_sp_AM22_11AC	0	0	0	0	0	0	0	0	7200.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Clostridium.s__Clostridium_sp_CAG_169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	787.938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Clostridium.s__Clostridium_sp_CAG_217	0	0	0	0	0	0	0	0	0	6103.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Clostridium.s__Clostridium_sp_CAG_221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1296.13	0
UNINTEGRATED|g__Clostridium.s__Clostridium_sp_CAG_242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1881.5	0	0	0	0	0	0
UNINTEGRATED|g__Clostridium.s__Clostridium_sp_CAG_505	0	0	0	0	0	5151.38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	519.809	1110.64	0	0	0	0	0	0	0	0	5590.8	0	0	0	0	1835.23	0	0	0	0	0	0
UNINTEGRATED|g__Clostridium.s__Clostridium_sp_CAG_58	0	0	0	0	0	4524.57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2625.65	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Clostridium.s__Clostridium_sp_CAG_75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5686.54	0	0	0	0	0	0	0	0	5906.01	14473.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Collinsella.s__Collinsella_aerofaciens	0	10443.7	15686.6	0	0	33865	12280.9	0	32379.5	14176.3	0	0	0	0	0	19918.9	21671.5	0	37252.7	29131.7	0	15761.6	0	0	15117.4	23877.2	35833.1	0	26610.8	0	3907.86	7813.27	0	15024.3	15685.6	16027.7	0	30200.4	9103.16	54866.6	9388.72	0	0	0	8340.17
UNINTEGRATED|g__Collinsella.s__Collinsella_intestinalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3826.87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Coprobacillus.s__Coprobacillus_cateniformis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5206.69	0	0	0	0	0	0	0
UNINTEGRATED|g__Coprococcus.s__Coprococcus_catus	0	0	9250.93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7098.05	8876.79	0	0	0	0	0	0	0	0	8778.52	0	0	0	0	0	0	1678.45	0	0	0	2160.59	0	0	0	0	0
UNINTEGRATED|g__Coprococcus.s__Coprococcus_comes	0	0	0	0	0	0	0	0	9681.9	17821.4	0	0	0	0	0	0	0	0	7364.82	13291.2	0	2189.6	0	0	0	0	0	0	36440.5	0	4925.91	5320.47	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Dialister.s__Dialister_pneumosintes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3499.29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
